name,car_sales_num,category,year-month
ホンダ,1910,cargo,2023-05-01
マツダ,537,cargo,2023-05-01
日産,2705,cargo,2023-05-01
トヨタ,1566,cargo,2023-05-01
その他,3,cargo,2023-05-01
合計,27830,cargo,2023-05-01
スズキ,869,ban,2023-05-01
ダイハツ,,ban,2023-05-01
三菱,,ban,2023-05-01
スバル,,ban,2023-05-01
ホンダ,1909,ban,2023-05-01
マツダ,,ban,2023-05-01
日産,,ban,2023-05-01
トヨタ,,ban,2023-05-01
その他,2,ban,2023-05-01
合計,2780,ban,2023-05-01
スズキ,4513,camp,2023-05-01
ダイハツ,5554,camp,2023-05-01
三菱,342,camp,2023-05-01
スバル,358,camp,2023-05-01
ホンダ,,camp,2023-05-01
マツダ,400,camp,2023-05-01
日産,1980,camp,2023-05-01
トヨタ,1098,camp,2023-05-01
その他,1,camp,2023-05-01
合計,14246,camp,2023-05-01
スズキ,3932,track,2023-05-01
ダイハツ,5055,track,2023-05-01
三菱,187,track,2023-05-01
スバル,299,track,2023-05-01
ホンダ,1,track,2023-05-01
マツダ,137,track,2023-05-01
日産,725,track,2023-05-01
トヨタ,468,track,2023-05-01
その他,,track,2023-05-01
合計,10804,track,2023-05-01
スズキ,36446,all,2021-07-01
ダイハツ,46646,all,2021-07-01
三菱,3157,all,2021-07-01
スバル,1713,all,2021-07-01
ホンダ,26937,all,2021-07-01
マツダ,2495,all,2021-07-01
日産,9930,all,2021-07-01
トヨタ,2973,all,2021-07-01
その他,3,all,2021-07-01
合計,130300,all,2021-07-01
スズキ,26739,passenger,2021-07-01
ダイハツ,32201,passenger,2021-07-01
三菱,2421,passenger,2021-07-01
スバル,854,passenger,2021-07-01
ホンダ,23313,passenger,2021-07-01
マツダ,2003,passenger,2021-07-01
日産,7316,passenger,2021-07-01
トヨタ,1906,passenger,2021-07-01
その他,3,passenger,2021-07-01
合計,96756,passenger,2021-07-01
スズキ,9707,cargo,2021-07-01
ダイハツ,14445,cargo,2021-07-01
三菱,736,cargo,2021-07-01
スバル,859,cargo,2021-07-01
ホンダ,3624,cargo,2021-07-01
マツダ,492,cargo,2021-07-01
日産,2614,cargo,2021-07-01
トヨタ,1067,cargo,2021-07-01
その他,,cargo,2021-07-01
合計,33544,cargo,2021-07-01
スズキ,189,ban,2021-07-01
ダイハツ,,ban,2021-07-01
三菱,,ban,2021-07-01
スバル,,ban,2021-07-01
ホンダ,2972,ban,2021-07-01
マツダ,,ban,2021-07-01
日産,,ban,2021-07-01
トヨタ,,ban,2021-07-01
その他,,ban,2021-07-01
合計,3161,ban,2021-07-01
スズキ,5305,camp,2021-07-01
ダイハツ,6619,camp,2021-07-01
三菱,409,camp,2021-07-01
スバル,403,camp,2021-07-01
ホンダ,,camp,2021-07-01
マツダ,344,camp,2021-07-01
日産,1968,camp,2021-07-01
トヨタ,710,camp,2021-07-01
その他,,camp,2021-07-01
合計,15758,camp,2021-07-01
スズキ,4213,track,2021-07-01
ダイハツ,7826,track,2021-07-01
三菱,327,track,2021-07-01
スバル,456,track,2021-07-01
ホンダ,652,track,2021-07-01
マツダ,148,track,2021-07-01
日産,646,track,2021-07-01
トヨタ,357,track,2021-07-01
その他,,track,2021-07-01
合計,14625,track,2021-07-01
スズキ,38327,all,2021-12-01
ダイハツ,44863,all,2021-12-01
三菱,1750,all,2021-12-01
スバル,847,all,2021-12-01
ホンダ,21893,all,2021-12-01
マツダ,1874,all,2021-12-01
日産,6105,all,2021-12-01
トヨタ,1996,all,2021-12-01
その他,5,all,2021-12-01
合計,117660,all,2021-12-01
スズキ,27916,passenger,2021-12-01
ダイハツ,33798,passenger,2021-12-01
三菱,1218,passenger,2021-12-01
スバル,640,passenger,2021-12-01
ホンダ,18615,passenger,2021-12-01
マツダ,1361,passenger,2021-12-01
日産,3596,passenger,2021-12-01
トヨタ,1694,passenger,2021-12-01
その他,4,passenger,2021-12-01
合計,88842,passenger,2021-12-01
スズキ,10411,cargo,2021-12-01
ダイハツ,11065,cargo,2021-12-01
三菱,532,cargo,2021-12-01
スバル,207,cargo,2021-12-01
ホンダ,3278,cargo,2021-12-01
マツダ,513,cargo,2021-12-01
日産,2509,cargo,2021-12-01
トヨタ,302,cargo,2021-12-01
その他,1,cargo,2021-12-01
合計,28818,cargo,2021-12-01
スズキ,7,ban,2021-12-01
ダイハツ,,ban,2021-12-01
三菱,,ban,2021-12-01
スバル,,ban,2021-12-01
ホンダ,3109,ban,2021-12-01
マツダ,,ban,2021-12-01
日産,,ban,2021-12-01
トヨタ,,ban,2021-12-01
その他,,ban,2021-12-01
合計,3116,ban,2021-12-01
スズキ,4480,camp,2021-12-01
ダイハツ,6699,camp,2021-12-01
三菱,323,camp,2021-12-01
スバル,95,camp,2021-12-01
ホンダ,,camp,2021-12-01
マツダ,364,camp,2021-12-01
日産,1988,camp,2021-12-01
トヨタ,155,camp,2021-12-01
その他,,camp,2021-12-01
合計,14104,camp,2021-12-01
スズキ,5924,track,2021-12-01
ダイハツ,4366,track,2021-12-01
三菱,209,track,2021-12-01
スバル,112,track,2021-12-01
ホンダ,169,track,2021-12-01
マツダ,149,track,2021-12-01
日産,521,track,2021-12-01
トヨタ,147,track,2021-12-01
その他,1,track,2021-12-01
合計,11598,track,2021-12-01
スズキ,34832,all,2021-06-01
ダイハツ,47361,all,2021-06-01
三菱,3233,all,2021-06-01
スバル,1681,all,2021-06-01
ホンダ,27239,all,2021-06-01
マツダ,2382,all,2021-06-01
日産,11106,all,2021-06-01
トヨタ,3100,all,2021-06-01
その他,,all,2021-06-01
合計,130934,all,2021-06-01
スズキ,27174,passenger,2021-06-01
ダイハツ,32015,passenger,2021-06-01
三菱,2513,passenger,2021-06-01
スバル,892,passenger,2021-06-01
ホンダ,23789,passenger,2021-06-01
マツダ,1926,passenger,2021-06-01
日産,8317,passenger,2021-06-01
トヨタ,1889,passenger,2021-06-01
その他,,passenger,2021-06-01
合計,98515,passenger,2021-06-01
スズキ,7658,cargo,2021-06-01
ダイハツ,15346,cargo,2021-06-01
三菱,720,cargo,2021-06-01
スバル,789,cargo,2021-06-01
ホンダ,3450,cargo,2021-06-01
マツダ,456,cargo,2021-06-01
日産,2789,cargo,2021-06-01
トヨタ,1211,cargo,2021-06-01
その他,,cargo,2021-06-01
合計,32419,cargo,2021-06-01
スズキ,294,ban,2021-06-01
ダイハツ,2,ban,2021-06-01
三菱,,ban,2021-06-01
スバル,,ban,2021-06-01
ホンダ,2417,ban,2021-06-01
マツダ,,ban,2021-06-01
日産,,ban,2021-06-01
トヨタ,,ban,2021-06-01
その他,,ban,2021-06-01
合計,2713,ban,2021-06-01
スズキ,4232,camp,2021-06-01
ダイハツ,7580,camp,2021-06-01
三菱,421,camp,2021-06-01
スバル,356,camp,2021-06-01
ホンダ,,camp,2021-06-01
マツダ,318,camp,2021-06-01
日産,2214,camp,2021-06-01
トヨタ,811,camp,2021-06-01
その他,,camp,2021-06-01
合計,15932,camp,2021-06-01
スズキ,3132,track,2021-06-01
ダイハツ,7764,track,2021-06-01
三菱,299,track,2021-06-01
スバル,433,track,2021-06-01
ホンダ,1033,track,2021-06-01
マツダ,138,track,2021-06-01
日産,575,track,2021-06-01
トヨタ,400,track,2021-06-01
その他,,track,2021-06-01
合計,13774,track,2021-06-01
スズキ,44992,all,2023-10-01
ダイハツ,52479,all,2023-10-01
三菱,5759,all,2023-10-01
スバル,1225,all,2023-10-01
ホンダ,30327,all,2023-10-01
マツダ,3164,all,2023-10-01
日産,14136,all,2023-10-01
トヨタ,2432,all,2023-10-01
その他,14,all,2023-10-01
合計,154528,all,2023-10-01
スズキ,34712,passenger,2023-10-01
ダイハツ,36440,passenger,2023-10-01
三菱,4826,passenger,2023-10-01
スバル,730,passenger,2023-10-01
ホンダ,28391,passenger,2023-10-01
マツダ,2622,passenger,2023-10-01
日産,11086,passenger,2023-10-01
トヨタ,984,passenger,2023-10-01
その他,11,passenger,2023-10-01
合計,119802,passenger,2023-10-01
スズキ,10280,cargo,2023-10-01
ダイハツ,16039,cargo,2023-10-01
三菱,933,cargo,2023-10-01
スバル,495,cargo,2023-10-01
ホンダ,1936,cargo,2023-10-01
マツダ,542,cargo,2023-10-01
日産,3050,cargo,2023-10-01
トヨタ,1448,cargo,2023-10-01
その他,3,cargo,2023-10-01
合計,34726,cargo,2023-10-01
スズキ,696,ban,2023-10-01
ダイハツ,,ban,2023-10-01
三菱,,ban,2023-10-01
スバル,,ban,2023-10-01
ホンダ,1935,ban,2023-10-01
マツダ,,ban,2023-10-01
日産,,ban,2023-10-01
トヨタ,,ban,2023-10-01
その他,,ban,2023-10-01
合計,2631,ban,2023-10-01
スズキ,5266,camp,2023-10-01
ダイハツ,7783,camp,2023-10-01
三菱,704,camp,2023-10-01
スバル,207,camp,2023-10-01
ホンダ,,camp,2023-10-01
マツダ,398,camp,2023-10-01
日産,2310,camp,2023-10-01
トヨタ,1003,camp,2023-10-01
その他,2,camp,2023-10-01
合計,17673,camp,2023-10-01
スズキ,4318,track,2023-10-01
ダイハツ,8256,track,2023-10-01
三菱,229,track,2023-10-01
スバル,288,track,2023-10-01
ホンダ,1,track,2023-10-01
マツダ,144,track,2023-10-01
日産,740,track,2023-10-01
トヨタ,445,track,2023-10-01
その他,1,track,2023-10-01
合計,14422,track,2023-10-01
スズキ,39265,all,2023-04-01
ダイハツ,48948,all,2023-04-01
三菱,2133,all,2023-04-01
スバル,1516,all,2023-04-01
ホンダ,21008,all,2023-04-01
マツダ,2861,all,2023-04-01
日産,10853,all,2023-04-01
トヨタ,3012,all,2023-04-01
その他,9,all,2023-04-01
合計,129605,all,2023-04-01
スズキ,29362,passenger,2023-04-01
ダイハツ,34136,passenger,2023-04-01
三菱,1666,passenger,2023-04-01
スバル,757,passenger,2023-04-01
ホンダ,18611,passenger,2023-04-01
マツダ,2265,passenger,2023-04-01
日産,8509,passenger,2023-04-01
トヨタ,1176,passenger,2023-04-01
その他,1,passenger,2023-04-01
合計,96483,passenger,2023-04-01
スズキ,9903,cargo,2023-04-01
ダイハツ,14812,cargo,2023-04-01
三菱,467,cargo,2023-04-01
スバル,759,cargo,2023-04-01
ホンダ,2397,cargo,2023-04-01
マツダ,596,cargo,2023-04-01
日産,2344,cargo,2023-04-01
トヨタ,1836,cargo,2023-04-01
その他,8,cargo,2023-04-01
合計,33122,cargo,2023-04-01
スズキ,966,ban,2023-04-01
ダイハツ,,ban,2023-04-01
三菱,,ban,2023-04-01
スバル,,ban,2023-04-01
ホンダ,2396,ban,2023-04-01
マツダ,,ban,2023-04-01
日産,,ban,2023-04-01
トヨタ,,ban,2023-04-01
その他,,ban,2023-04-01
合計,3362,ban,2023-04-01
スズキ,4930,camp,2023-04-01
ダイハツ,8113,camp,2023-04-01
三菱,308,camp,2023-04-01
スバル,345,camp,2023-04-01
ホンダ,,camp,2023-04-01
マツダ,448,camp,2023-04-01
日産,1766,camp,2023-04-01
トヨタ,1284,camp,2023-04-01
その他,8,camp,2023-04-01
合計,17202,camp,2023-04-01
スズキ,4007,track,2023-04-01
ダイハツ,6699,track,2023-04-01
三菱,159,track,2023-04-01
スバル,414,track,2023-04-01
ホンダ,1,track,2023-04-01
マツダ,148,track,2023-04-01
日産,578,track,2023-04-01
トヨタ,552,track,2023-04-01
その他,,track,2023-04-01
合計,12558,track,2023-04-01
スズキ,52654,all,2021-02-01
ダイハツ,51531,all,2021-02-01
三菱,5060,all,2021-02-01
スバル,2264,all,2021-02-01
ホンダ,30343,all,2021-02-01
マツダ,3349,all,2021-02-01
日産,21857,all,2021-02-01
トヨタ,2866,all,2021-02-01
その他,2,all,2021-02-01
合計,169926,all,2021-02-01
スズキ,41876,passenger,2021-02-01
ダイハツ,39061,passenger,2021-02-01
三菱,4018,passenger,2021-02-01
スバル,1472,passenger,2021-02-01
ホンダ,25925,passenger,2021-02-01
マツダ,2676,passenger,2021-02-01
日産,18163,passenger,2021-02-01
トヨタ,1744,passenger,2021-02-01
その他,2,passenger,2021-02-01
合計,134937,passenger,2021-02-01
スズキ,10778,cargo,2021-02-01
ダイハツ,12470,cargo,2021-02-01
三菱,1042,cargo,2021-02-01
スバル,792,cargo,2021-02-01
ホンダ,4418,cargo,2021-02-01
マツダ,673,cargo,2021-02-01
日産,3694,cargo,2021-02-01
トヨタ,1122,cargo,2021-02-01
その他,,cargo,2021-02-01
合計,34989,cargo,2021-02-01
スズキ,309,ban,2021-02-01
ダイハツ,51,ban,2021-02-01
三菱,,ban,2021-02-01
スバル,,ban,2021-02-01
ホンダ,1993,ban,2021-02-01
マツダ,,ban,2021-02-01
日産,,ban,2021-02-01
トヨタ,,ban,2021-02-01
その他,,ban,2021-02-01
合計,2353,ban,2021-02-01
スズキ,5216,camp,2021-02-01
ダイハツ,5583,camp,2021-02-01
三菱,707,camp,2021-02-01
スバル,348,camp,2021-02-01
ホンダ,,camp,2021-02-01
マツダ,458,camp,2021-02-01
日産,2899,camp,2021-02-01
トヨタ,721,camp,2021-02-01
その他,,camp,2021-02-01
合計,15932,camp,2021-02-01
スズキ,5253,track,2021-02-01
ダイハツ,6836,track,2021-02-01
三菱,335,track,2021-02-01
スバル,444,track,2021-02-01
ホンダ,2425,track,2021-02-01
マツダ,215,track,2021-02-01
日産,795,track,2021-02-01
トヨタ,401,track,2021-02-01
その他,,track,2021-02-01
合計,16704,track,2021-02-01
スズキ,70352,all,2021-03-01
ダイハツ,67226,all,2021-03-01
三菱,7567,all,2021-03-01
スバル,2603,all,2021-03-01
ホンダ,45935,all,2021-03-01
マツダ,4106,all,2021-03-01
日産,27385,all,2021-03-01
トヨタ,3704,all,2021-03-01
その他,11,all,2021-03-01
合計,228889,all,2021-03-01
スズキ,56359,passenger,2021-03-01
ダイハツ,50893,passenger,2021-03-01
三菱,6264,passenger,2021-03-01
スバル,1620,passenger,2021-03-01
ホンダ,37958,passenger,2021-03-01
マツダ,3172,passenger,2021-03-01
日産,22578,passenger,2021-03-01
トヨタ,2292,passenger,2021-03-01
その他,11,passenger,2021-03-01
合計,181147,passenger,2021-03-01
スズキ,13993,cargo,2021-03-01
ダイハツ,16333,cargo,2021-03-01
三菱,1303,cargo,2021-03-01
スバル,983,cargo,2021-03-01
ホンダ,7977,cargo,2021-03-01
マツダ,934,cargo,2021-03-01
日産,4807,cargo,2021-03-01
トヨタ,1412,cargo,2021-03-01
その他,,cargo,2021-03-01
合計,47742,cargo,2021-03-01
スズキ,595,ban,2021-03-01
ダイハツ,49,ban,2021-03-01
三菱,,ban,2021-03-01
スバル,,ban,2021-03-01
ホンダ,4642,ban,2021-03-01
マツダ,,ban,2021-03-01
日産,,ban,2021-03-01
トヨタ,,ban,2021-03-01
その他,,ban,2021-03-01
合計,5286,ban,2021-03-01
スズキ,6464,camp,2021-03-01
ダイハツ,7271,camp,2021-03-01
三菱,836,camp,2021-03-01
スバル,538,camp,2021-03-01
ホンダ,,camp,2021-03-01
マツダ,647,camp,2021-03-01
日産,3857,camp,2021-03-01
トヨタ,946,camp,2021-03-01
その他,,camp,2021-03-01
合計,20559,camp,2021-03-01
スズキ,6934,track,2021-03-01
ダイハツ,9013,track,2021-03-01
三菱,467,track,2021-03-01
スバル,445,track,2021-03-01
ホンダ,3335,track,2021-03-01
マツダ,287,track,2021-03-01
日産,950,track,2021-03-01
トヨタ,466,track,2021-03-01
その他,,track,2021-03-01
合計,21897,track,2021-03-01
スズキ,45054,all,2023-01-01
ダイハツ,51219,all,2023-01-01
三菱,4019,all,2023-01-01
スバル,1469,all,2023-01-01
ホンダ,27742,all,2023-01-01
マツダ,3064,all,2023-01-01
日産,17790,all,2023-01-01
トヨタ,2473,all,2023-01-01
その他,11,all,2023-01-01
合計,152841,all,2023-01-01
スズキ,34690,passenger,2023-01-01
ダイハツ,36213,passenger,2023-01-01
三菱,3080,passenger,2023-01-01
スバル,851,passenger,2023-01-01
ホンダ,24753,passenger,2023-01-01
マツダ,2455,passenger,2023-01-01
日産,14730,passenger,2023-01-01
トヨタ,839,passenger,2023-01-01
その他,4,passenger,2023-01-01
合計,117615,passenger,2023-01-01
スズキ,10364,cargo,2023-01-01
ダイハツ,15006,cargo,2023-01-01
三菱,939,cargo,2023-01-01
スバル,618,cargo,2023-01-01
ホンダ,2989,cargo,2023-01-01
マツダ,609,cargo,2023-01-01
日産,3060,cargo,2023-01-01
トヨタ,1634,cargo,2023-01-01
その他,7,cargo,2023-01-01
合計,35226,cargo,2023-01-01
スズキ,1404,ban,2023-01-01
ダイハツ,,ban,2023-01-01
三菱,,ban,2023-01-01
スバル,,ban,2023-01-01
ホンダ,2986,ban,2023-01-01
マツダ,,ban,2023-01-01
日産,,ban,2023-01-01
トヨタ,,ban,2023-01-01
その他,,ban,2023-01-01
合計,4390,ban,2023-01-01
スズキ,4682,camp,2023-01-01
ダイハツ,8091,camp,2023-01-01
三菱,753,camp,2023-01-01
スバル,390,camp,2023-01-01
ホンダ,,camp,2023-01-01
マツダ,413,camp,2023-01-01
日産,2334,camp,2023-01-01
トヨタ,953,camp,2023-01-01
その他,6,camp,2023-01-01
合計,17622,camp,2023-01-01
スズキ,4278,track,2023-01-01
ダイハツ,6915,track,2023-01-01
三菱,186,track,2023-01-01
スバル,228,track,2023-01-01
ホンダ,3,track,2023-01-01
マツダ,196,track,2023-01-01
日産,726,track,2023-01-01
トヨタ,681,track,2023-01-01
その他,1,track,2023-01-01
合計,13214,track,2023-01-01
スズキ,53318,all,2023-03-01
ダイハツ,63080,all,2023-03-01
三菱,5634,all,2023-03-01
スバル,1977,all,2023-03-01
ホンダ,39391,all,2023-03-01
マツダ,3271,all,2023-03-01
日産,23812,all,2023-03-01
トヨタ,3430,all,2023-03-01
その他,24,all,2023-03-01
合計,193937,all,2023-03-01
スズキ,39507,passenger,2023-03-01
ダイハツ,44086,passenger,2023-03-01
三菱,4582,passenger,2023-03-01
スバル,971,passenger,2023-03-01
ホンダ,35623,passenger,2023-03-01
マツダ,2590,passenger,2023-03-01
日産,19163,passenger,2023-03-01
トヨタ,1253,passenger,2023-03-01
その他,6,passenger,2023-03-01
合計,147781,passenger,2023-03-01
スズキ,13811,cargo,2023-03-01
ダイハツ,18994,cargo,2023-03-01
三菱,1052,cargo,2023-03-01
スバル,1006,cargo,2023-03-01
ホンダ,3768,cargo,2023-03-01
マツダ,681,cargo,2023-03-01
日産,4649,cargo,2023-03-01
トヨタ,2177,cargo,2023-03-01
その他,18,cargo,2023-03-01
合計,46156,cargo,2023-03-01
スズキ,1464,ban,2023-03-01
ダイハツ,,ban,2023-03-01
三菱,,ban,2023-03-01
スバル,,ban,2023-03-01
ホンダ,3764,ban,2023-03-01
マツダ,,ban,2023-03-01
日産,,ban,2023-03-01
トヨタ,,ban,2023-03-01
その他,3,ban,2023-03-01
合計,5231,ban,2023-03-01
スズキ,6154,camp,2023-03-01
ダイハツ,10701,camp,2023-03-01
三菱,711,camp,2023-03-01
スバル,560,camp,2023-03-01
ホンダ,,camp,2023-03-01
マツダ,453,camp,2023-03-01
日産,3653,camp,2023-03-01
トヨタ,1455,camp,2023-03-01
その他,14,camp,2023-03-01
合計,23701,camp,2023-03-01
スズキ,6193,track,2023-03-01
ダイハツ,8293,track,2023-03-01
三菱,341,track,2023-03-01
スバル,446,track,2023-03-01
ホンダ,4,track,2023-03-01
マツダ,228,track,2023-03-01
日産,996,track,2023-03-01
トヨタ,722,track,2023-03-01
その他,1,track,2023-03-01
合計,17224,track,2023-03-01
スズキ,45753,all,2021-01-01
ダイハツ,46199,all,2021-01-01
三菱,3372,all,2021-01-01
スバル,1472,all,2021-01-01
ホンダ,27853,all,2021-01-01
マツダ,3074,all,2021-01-01
日産,17784,all,2021-01-01
トヨタ,2331,all,2021-01-01
その他,12,all,2021-01-01
合計,147850,all,2021-01-01
スズキ,35988,passenger,2021-01-01
ダイハツ,34976,passenger,2021-01-01
三菱,2628,passenger,2021-01-01
スバル,875,passenger,2021-01-01
ホンダ,23350,passenger,2021-01-01
マツダ,2481,passenger,2021-01-01
日産,14574,passenger,2021-01-01
トヨタ,1383,passenger,2021-01-01
その他,12,passenger,2021-01-01
合計,116267,passenger,2021-01-01
スズキ,9765,cargo,2021-01-01
ダイハツ,11223,cargo,2021-01-01
三菱,744,cargo,2021-01-01
スバル,597,cargo,2021-01-01
ホンダ,4503,cargo,2021-01-01
マツダ,593,cargo,2021-01-01
日産,3210,cargo,2021-01-01
トヨタ,948,cargo,2021-01-01
その他,,cargo,2021-01-01
合計,31583,cargo,2021-01-01
スズキ,326,ban,2021-01-01
ダイハツ,35,ban,2021-01-01
三菱,,ban,2021-01-01
スバル,,ban,2021-01-01
ホンダ,2314,ban,2021-01-01
マツダ,,ban,2021-01-01
日産,,ban,2021-01-01
トヨタ,,ban,2021-01-01
その他,,ban,2021-01-01
合計,2675,ban,2021-01-01
スズキ,4954,camp,2021-01-01
ダイハツ,4871,camp,2021-01-01
三菱,472,camp,2021-01-01
スバル,254,camp,2021-01-01
ホンダ,,camp,2021-01-01
マツダ,438,camp,2021-01-01
日産,2454,camp,2021-01-01
トヨタ,628,camp,2021-01-01
その他,,camp,2021-01-01
合計,14071,camp,2021-01-01
スズキ,4485,track,2021-01-01
ダイハツ,6317,track,2021-01-01
三菱,272,track,2021-01-01
スバル,343,track,2021-01-01
ホンダ,2189,track,2021-01-01
マツダ,155,track,2021-01-01
日産,756,track,2021-01-01
トヨタ,320,track,2021-01-01
その他,,track,2021-01-01
合計,14837,track,2021-01-01
スズキ,46273,all,2023-02-01
ダイハツ,51131,all,2023-02-01
三菱,4471,all,2023-02-01
スバル,1569,all,2023-02-01
ホンダ,28388,all,2023-02-01
マツダ,3180,all,2023-02-01
日産,19370,all,2023-02-01
トヨタ,2505,all,2023-02-01
その他,2,all,2023-02-01
合計,156889,all,2023-02-01
スズキ,34435,passenger,2023-02-01
ダイハツ,35923,passenger,2023-02-01
三菱,3442,passenger,2023-02-01
スバル,892,passenger,2023-02-01
ホンダ,25401,passenger,2023-02-01
マツダ,2561,passenger,2023-02-01
日産,15964,passenger,2023-02-01
トヨタ,957,passenger,2023-02-01
その他,2,passenger,2023-02-01
合計,119577,passenger,2023-02-01
スズキ,11838,cargo,2023-02-01
ダイハツ,15208,cargo,2023-02-01
三菱,1029,cargo,2023-02-01
スバル,677,cargo,2023-02-01
ホンダ,2987,cargo,2023-02-01
マツダ,619,cargo,2023-02-01
日産,3406,cargo,2023-02-01
トヨタ,1548,cargo,2023-02-01
その他,,cargo,2023-02-01
合計,37312,cargo,2023-02-01
スズキ,1423,ban,2023-02-01
ダイハツ,,ban,2023-02-01
三菱,,ban,2023-02-01
スバル,,ban,2023-02-01
ホンダ,2984,ban,2023-02-01
マツダ,,ban,2023-02-01
日産,,ban,2023-02-01
トヨタ,,ban,2023-02-01
その他,,ban,2023-02-01
合計,4407,ban,2023-02-01
スズキ,5532,camp,2023-02-01
ダイハツ,8237,camp,2023-02-01
三菱,797,camp,2023-02-01
スバル,377,camp,2023-02-01
ホンダ,,camp,2023-02-01
マツダ,450,camp,2023-02-01
日産,2632,camp,2023-02-01
トヨタ,991,camp,2023-02-01
その他,,camp,2023-02-01
合計,19016,camp,2023-02-01
スズキ,4883,track,2023-02-01
ダイハツ,6971,track,2023-02-01
三菱,232,track,2023-02-01
スバル,300,track,2023-02-01
ホンダ,3,track,2023-02-01
マツダ,169,track,2023-02-01
日産,774,track,2023-02-01
トヨタ,557,track,2023-02-01
その他,,track,2023-02-01
合計,13889,track,2023-02-01
スズキ,51061,all,2023-09-01
ダイハツ,52708,all,2023-09-01
三菱,7027,all,2023-09-01
スバル,1507,all,2023-09-01
ホンダ,28628,all,2023-09-01
マツダ,3350,all,2023-09-01
日産,18643,all,2023-09-01
トヨタ,2346,all,2023-09-01
その他,15,all,2023-09-01
合計,165285,all,2023-09-01
スズキ,38323,passenger,2023-09-01
ダイハツ,35562,passenger,2023-09-01
三菱,5708,passenger,2023-09-01
スバル,796,passenger,2023-09-01
ホンダ,26355,passenger,2023-09-01
マツダ,2759,passenger,2023-09-01
日産,15071,passenger,2023-09-01
トヨタ,1001,passenger,2023-09-01
その他,8,passenger,2023-09-01
合計,125583,passenger,2023-09-01
スズキ,12738,cargo,2023-09-01
ダイハツ,17146,cargo,2023-09-01
三菱,1319,cargo,2023-09-01
スバル,711,cargo,2023-09-01
ホンダ,2273,cargo,2023-09-01
マツダ,591,cargo,2023-09-01
日産,3572,cargo,2023-09-01
トヨタ,1345,cargo,2023-09-01
その他,7,cargo,2023-09-01
合計,39702,cargo,2023-09-01
スズキ,899,ban,2023-09-01
ダイハツ,,ban,2023-09-01
三菱,,ban,2023-09-01
スバル,,ban,2023-09-01
ホンダ,2273,ban,2023-09-01
マツダ,,ban,2023-09-01
日産,,ban,2023-09-01
トヨタ,,ban,2023-09-01
その他,1,ban,2023-09-01
合計,3173,ban,2023-09-01
スズキ,5428,camp,2023-09-01
ダイハツ,8431,camp,2023-09-01
三菱,862,camp,2023-09-01
スバル,270,camp,2023-09-01
ホンダ,,camp,2023-09-01
マツダ,435,camp,2023-09-01
日産,2596,camp,2023-09-01
トヨタ,883,camp,2023-09-01
その他,6,camp,2023-09-01
合計,18911,camp,2023-09-01
スズキ,6411,track,2023-09-01
ダイハツ,8715,track,2023-09-01
三菱,457,track,2023-09-01
スバル,441,track,2023-09-01
ホンダ,,track,2023-09-01
マツダ,156,track,2023-09-01
日産,976,track,2023-09-01
トヨタ,462,track,2023-09-01
その他,,track,2023-09-01
合計,17618,track,2023-09-01
スズキ,39865,all,2023-08-01
ダイハツ,39988,all,2023-08-01
三菱,4498,all,2023-08-01
スバル,1053,all,2023-08-01
ホンダ,22682,all,2023-08-01
マツダ,2947,all,2023-08-01
日産,13848,all,2023-08-01
トヨタ,1570,all,2023-08-01
その他,25,all,2023-08-01
合計,126476,all,2023-08-01
スズキ,30359,passenger,2023-08-01
ダイハツ,27302,passenger,2023-08-01
三菱,3886,passenger,2023-08-01
スバル,584,passenger,2023-08-01
ホンダ,20815,passenger,2023-08-01
マツダ,2456,passenger,2023-08-01
日産,10978,passenger,2023-08-01
トヨタ,854,passenger,2023-08-01
その他,4,passenger,2023-08-01
合計,97238,passenger,2023-08-01
スズキ,9506,cargo,2023-08-01
ダイハツ,12686,cargo,2023-08-01
三菱,612,cargo,2023-08-01
スバル,469,cargo,2023-08-01
ホンダ,1867,cargo,2023-08-01
マツダ,491,cargo,2023-08-01
日産,2870,cargo,2023-08-01
トヨタ,716,cargo,2023-08-01
その他,21,cargo,2023-08-01
合計,29238,cargo,2023-08-01
スズキ,664,ban,2023-08-01
ダイハツ,,ban,2023-08-01
三菱,,ban,2023-08-01
スバル,,ban,2023-08-01
ホンダ,1867,ban,2023-08-01
マツダ,,ban,2023-08-01
日産,,ban,2023-08-01
トヨタ,,ban,2023-08-01
その他,5,ban,2023-08-01
合計,2536,ban,2023-08-01
スズキ,4206,camp,2023-08-01
ダイハツ,6583,camp,2023-08-01
三菱,414,camp,2023-08-01
スバル,277,camp,2023-08-01
ホンダ,,camp,2023-08-01
マツダ,347,camp,2023-08-01
日産,2079,camp,2023-08-01
トヨタ,458,camp,2023-08-01
その他,16,camp,2023-08-01
合計,14380,camp,2023-08-01
スズキ,4636,track,2023-08-01
ダイハツ,6103,track,2023-08-01
三菱,198,track,2023-08-01
スバル,192,track,2023-08-01
ホンダ,,track,2023-08-01
マツダ,144,track,2023-08-01
日産,791,track,2023-08-01
トヨタ,258,track,2023-08-01
その他,,track,2023-08-01
合計,12322,track,2023-08-01
スズキ,35914,all,2021-08-01
ダイハツ,37493,all,2021-08-01
三菱,2887,all,2021-08-01
スバル,1290,all,2021-08-01
ホンダ,20202,all,2021-08-01
マツダ,2208,all,2021-08-01
日産,9809,all,2021-08-01
トヨタ,3323,all,2021-08-01
